Exon	DifferentialExonScore	TumorScore	NormalScore	TumorGreaterThansNormalFlag	HighTumorCount	HighNormal	NumGTEx1stQuartile	NumGTEx2ndQuartile	NumGTEx3rdQuartile	NumGTEx4thQuartile	NumDisease1stQuartile	NumDisease2ndQuartile	NumDisease3rdQuartile	NumDisease4thQuartile	GTEx1stQuartile	GTEx2ndQuartile	GTEx3rdQuartile	GTEx4thQuartile	Disease1stQuartile	Disease2ndQuartile	Disease3rdQuartile	Disease4thQuartile	GeneSymbol	Matrisome	Surfaceome	SharedSurfaceMatrisome	CheckDE	CheckSignificant	Gene	AS_Flag	SigExonMaxProp	SigExonMinProp	SigExonPropFlag	ExonSplicingAnnotation	ExonAPRISAnnotation	HighNormalExonProp>0.3_Flag	HighRiskTumorNormalMatch	CheckForHighIHCNormalFlag	CheckForHighMediumInBrain	CheckForExonCoverageBias	IHC_AboveIntermediate(Exclude Testis Ovary)	BoneMarrowHigh	HighProteomicsHitInGTExForGene	LowRiskTumorNormalPair	ExcludeTestisOvaryRNAExpr	OncogeneTumorSuppressors	FinalPrioritization	Surfaceome	Matrisome	SharedSurfaceMatrisome	TargetExon
CD109_chr6_73723251_73723279_+	257.91985228190595	0.1875	0.0	true	1	0	30	0	0	0	14	1	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MB,CPC,EPD,NBL,WLM,	OS,	MEL,	NA	CD109	true	false	false	true	true	CD109	Gene	0.8484848484848485	0.6666666666666666	false	Canonical	PRINCIPAL	false	false	false	false	false	true	true	true	true	true	NA	Tier 2	false	true	false	false
COL11A1_chr1_102877951_102878165_-	537.5888198156517	1.0	0.13333333333333333	true	6	0	26	4	0	0	7	3	5	1	Heart,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,	Testis,Nerve,Brain,Pituitary,			EWS,RB,ST,DSRCT,MB,NBL,WLM,	BT,EPD,RHB,	ACT,MEL,CPC,HGG,LGG,	OS,	COL11A1	true	false	false	true	true	COL11A1	Gene	1.0	0.8	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	false	false	false	false	false	NA	Tier1	true	true	true	false
SULF1_chr8_69604800_69604932_+	434.89904808208706	1.1875	0.4666666666666667	true	6	3	20	7	2	1	4	6	5	1	Heart,Spleen,Brain,Stomach,Liver,Lung,Bladder,Vagina,Cervix_Uteri,Blood,Kidney,Esophagus,Ovary,Small_Intestine,Salivary_Gland,Breast,Adrenal_Gland,Muscle,Skin,Pancreas,	Testis,Nerve,Uterus,Fallopian_Tube,Adipose_Tissue,Pituitary,Prostate,	Colon,Thyroid,	Blood_Vessel,	ACT,MB,EPD,WLM,	EWS,RB,MEL,HGG,NBL,LGG,	ST,DSRCT,BT,OS,RHB,	CPC,	SULF1	true	false	false	true	true	SULF1	Gene	1.0	0.2	true	Missing_in_annotated_transcripts	NA	false	false	false	true	false	true	false	true	false	true	NA	Tier 2	false	true	false	false
COL9A1_chr6_70216743_70217081_-	271.0499565085462	0.4375	0.06666666666666667	true	2	0	28	2	0	0	11	3	2	0	Heart,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,Brain,			EWS,ST,DSRCT,ACT,BT,OS,MEL,MB,EPD,NBL,RHB,	CPC,HGG,WLM,	RB,LGG,	NA	COL9A1	true	false	false	true	true	COL9A1	Gene	1.0	0.2727272727272727	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	false	false	false	false	NA	Tier1	false	true	false	false
CD276_chr15_73708339_73708689_+	648.7958560620983	1.5	0.43333333333333335	true	8	0	17	13	0	0	0	8	8	0	Testis,Spleen,Brain,Stomach,Fallopian_Tube,Liver,Lung,Blood,Kidney,Esophagus,Nerve,Small_Intestine,Pituitary,Muscle,Colon,Pancreas,Thyroid,	Heart,Bladder,Vagina,Cervix_Uteri,Blood_Vessel,Ovary,Uterus,Salivary_Gland,Adipose_Tissue,Breast,Adrenal_Gland,Skin,Prostate,				EWS,RB,ST,DSRCT,BT,MB,EPD,LGG,	ACT,OS,MEL,CPC,HGG,NBL,WLM,RHB,	NA	CD276	false	true	false	true	true	CD276	Gene	0.75	0.16666666666666666	true	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	true	true	true	true	NA	Tier 2	true	false	false	false
MMP13_chr11_102942995_102944366_-	180.2744968900845	0.1875	0.0	true	1	0	30	0	0	0	15	0	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,			OS,	MMP13	true	false	false	true	true	MMP13	Gene	1.0	0.9090909090909091	false	Missing_in_annotated_transcripts	PRINCIPAL	false	false	false	false	false	true	false	false	false	false	NA	Tier1	false	true	false	false
MMP9_chr20_46014123_46014274_+	237.5146603966755	0.3125	0.26666666666666666	true	1	2	26	2	0	2	13	2	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Breast,Skin,Prostate,	Lung,Adipose_Tissue,		Spleen,Blood,	EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MB,CPC,EPD,WLM,	MEL,NBL,		OS,	MMP9	true	false	false	true	true	MMP9	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
FRAS1_chr4_78237510_78237617_+	108.97818882967942	0.1875	0.0	true	1	0	30	0	0	0	14	1	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,OS,HGG,RHB,LGG,RB,ACT,MEL,MB,CPC,EPD,NBL,WLM,	BT,	DSRCT,	NA	FRAS1	true	false	false	true	true	FRAS1	Gene	0.625	0.3333333333333333	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	false	false	false	NA	Tier1	true	true	true	false
PDPN_chr1_13583832_13584100_+	275.00194464373584	0.5	0.36666666666666664	true	3	0	19	11	0	0	11	2	3	0	Heart,Testis,Spleen,Brain,Stomach,Liver,Blood_Vessel,Blood,Kidney,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Adrenal_Gland,Skin,Colon,Pancreas,Prostate,Thyroid,	Nerve,Ovary,Uterus,Fallopian_Tube,Lung,Adipose_Tissue,Bladder,Vagina,Breast,Muscle,Cervix_Uteri,			EWS,RB,ST,DSRCT,ACT,OS,MEL,MB,NBL,WLM,RHB,	EPD,HGG,	BT,CPC,LGG,	NA	PDPN	false	true	false	true	true	PDPN	Gene	0.3333333333333333	0.14285714285714285	true	Alt_Transcript	NA	false	false	true	false	false	true	false	true	false	true	NA	Not Prioritized	true	false	false	false
GRIN1_chr9_137156976_137157037_+	58.03305555963949	0.125	0.1	true	1	1	29	0	0	1	15	0	1	0	Heart,Testis,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,			Brain,	EWS,ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,WLM,		NBL,	NA	GRIN1	false	true	false	true	true	GRIN1	Gene	0.7222222222222222	0.4	false	Canonical	NA	true	false	false	true	true	true	false	false	false	true	NA	Not Prioritized	true	false	false	false
THBS2_chr6_169250733_169250806_-	385.6240230914749	1.0625	0.6333333333333333	true	5	5	17	8	4	1	6	5	3	2	Testis,Spleen,Brain,Stomach,Liver,Blood,Kidney,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Adrenal_Gland,Muscle,Colon,Pancreas,Prostate,Thyroid,	Heart,Nerve,Ovary,Lung,Adipose_Tissue,Bladder,Vagina,Breast,	Uterus,Fallopian_Tube,Skin,Cervix_Uteri,	Blood_Vessel,	RB,ACT,MB,CPC,EPD,WLM,	EWS,BT,HGG,NBL,LGG,	ST,OS,RHB,	DSRCT,MEL,	THBS2	true	false	false	true	true	THBS2	Gene	1.0	0.34782608695652173	false	Missing_in_annotated_transcripts	PRINCIPAL	false	false	false	true	false	true	false	true	true	true	NA	Not Prioritized	false	true	false	false
PCSK6_chr15_101393212_101393424_-	42.98127492666024	0.25	0.13333333333333333	true	1	2	28	0	2	0	13	2	1	0	Heart,Testis,Brain,Fallopian_Tube,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Spleen,Liver,		EWS,ST,OS,HGG,RHB,LGG,RB,BT,MEL,MB,EPD,NBL,WLM,	DSRCT,CPC,	ACT,	NA	PCSK6	true	false	false	true	true	PCSK6	Gene	0.8888888888888888	0.2	true	Canonical	PRINCIPAL	true	false	false	true	false	true	false	false	false	true	NA	Tier 2	false	true	false	false
NRG1_chr8_32605648_32605683_+	190.7544885168621	0.25	0.0	true	1	0	30	0	0	0	14	1	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				ST,OS,HGG,RHB,LGG,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,	EWS,		DSRCT,	NRG1	true	false	false	true	true	NRG1	Gene	1.0	0.3333333333333333	false	Alt_Transcript	NA	false	false	false	false	false	true	false	false	false	false	NA	Tier1	true	true	true	false
FLT1_chr13_28384885_28385031_-	81.27816956663614	0.125	0.06666666666666667	true	1	0	28	2	0	0	15	0	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Breast,Skin,Prostate,	Adipose_Tissue,Thyroid,			EWS,ST,OS,HGG,RHB,LGG,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		RB,	NA	FLT1	true	false	false	true	true	FLT1	Gene	0.6666666666666666	0.3	false	Alt_Transcript	PRINCIPAL	false	false	true	true	false	true	false	true	false	true	NA	Not Prioritized	false	true	false	false
PXDN_chr2_1680193_1680362_-	828.7138535279881	1.5625	0.23333333333333334	true	9	0	23	7	0	0	3	4	6	3	Heart,Testis,Spleen,Brain,Stomach,Fallopian_Tube,Liver,Lung,Vagina,Cervix_Uteri,Blood,Kidney,Esophagus,Nerve,Small_Intestine,Salivary_Gland,Pituitary,Adrenal_Gland,Muscle,Skin,Pancreas,Prostate,Thyroid,	Ovary,Uterus,Adipose_Tissue,Bladder,Breast,Colon,Blood_Vessel,			ACT,OS,EPD,	RB,MEL,NBL,LGG,	ST,BT,MB,CPC,HGG,WLM,	EWS,DSRCT,RHB,	PXDN	true	true	true	true	true	PXDN	Gene	1.0	0.26666666666666666	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	true	false	true	NA	Not Prioritized	true	true	true	false
SCNN1G_chr16_23209750_23209848_+	33.233074790025356	0.1875	0.16666666666666666	true	1	1	26	3	1	0	15	0	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Blood_Vessel,Esophagus,Small_Intestine,Adipose_Tissue,Pituitary,Breast,Skin,	Salivary_Gland,Vagina,Prostate,	Kidney,		ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,			EWS,	SCNN1G	false	true	false	true	true	SCNN1G	Gene	0.9230769230769231	0.9230769230769231	false	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	true	NA	Tier 2	true	false	false	false
PXDN_chr2_1693063_1693134_-	503.1154092573463	1.125	0.3333333333333333	true	5	1	21	8	1	0	5	6	3	2	Heart,Testis,Spleen,Brain,Stomach,Liver,Vagina,Cervix_Uteri,Blood,Kidney,Esophagus,Nerve,Small_Intestine,Salivary_Gland,Pituitary,Adrenal_Gland,Muscle,Skin,Pancreas,Prostate,Thyroid,	Ovary,Uterus,Fallopian_Tube,Lung,Adipose_Tissue,Breast,Colon,Blood_Vessel,	Bladder,		RB,ACT,OS,MEL,EPD,	ST,BT,MB,HGG,NBL,LGG,	EWS,DSRCT,WLM,	CPC,RHB,	PXDN	true	true	true	true	true	PXDN	Gene	1.0	0.26666666666666666	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	true	false	true	NA	Not Prioritized	true	true	true	false
IGF2R_chr6_160040560_160040724_+	770.6681410367784	1.375	0.06666666666666667	true	9	1	29	0	1	0	3	4	9	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Muscle,		CPC,NBL,LGG,	OS,EPD,HGG,WLM,	EWS,RB,ST,DSRCT,ACT,BT,MEL,MB,RHB,	NA	IGF2R	true	false	false	true	true	IGF2R	Gene	0.6666666666666666	0.4583333333333333	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	true	true	true	NA	Not Prioritized	true	true	true	false
MMP9_chr20_46014123_46014275_+	237.07633313958326	0.3125	0.26666666666666666	true	1	2	26	2	0	2	13	2	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Breast,Skin,Prostate,	Lung,Adipose_Tissue,		Spleen,Blood,	EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MB,CPC,EPD,WLM,	MEL,NBL,		OS,	MMP9	true	false	false	true	true	MMP9	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
COL20A1_chr20_63319487_63319596_+	302.9760037402401	0.5	0.03333333333333333	true	3	0	29	1	0	0	13	0	1	2	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,			EWS,ST,OS,RHB,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		HGG,	DSRCT,LGG,	COL20A1	true	false	false	true	true	COL20A1	Gene	1.0	1.0	false	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	false	true	false	false
CDH11_chr16_64991343_64991935_-	606.8146249538536	0.8125	0.1	true	3	1	28	1	1	0	7	6	2	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Lung,	Ovary,		ACT,MEL,MB,CPC,EPD,NBL,LGG,	RB,DSRCT,BT,HGG,WLM,RHB,	ST,OS,	EWS,	CDH11	false	true	false	true	true	CDH11	Gene	1.0	0.25	false	Missing_in_annotated_transcripts	NA	false	false	false	true	false	true	false	true	true	true	NA	Tier 2	true	false	false	false
LUZP2_chr11_24497211_24497305_+	207.43959161687434	0.1875	0.0	true	1	0	30	0	0	0	14	1	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,OS,RHB,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,	HGG,	LGG,	NA	LUZP2	false	true	false	true	true	LUZP2	Gene	1.0	0.5	false	Missing_in_annotated_transcripts	ALTERNATIVE	false	false	true	true	false	true	false	false	false	false	NA	Tier1	true	false	false	false
MMP9_chr20_46010923_46011049_+	308.6166166311324	0.3125	0.23333333333333334	true	1	2	27	1	0	2	13	2	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Lung,		Spleen,Blood,	EWS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,WLM,	ST,NBL,		OS,	MMP9	true	false	false	true	true	MMP9	Gene	1.0	1.0	false	Canonical	NA	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
PDGFC_chr4_156762948_156763206_-	233.67961954380158	0.9375	0.6333333333333333	true	4	5	16	9	5	0	5	7	4	0	Heart,Testis,Spleen,Brain,Stomach,Liver,Lung,Vagina,Blood,Esophagus,Nerve,Small_Intestine,Pituitary,Muscle,Pancreas,Thyroid,	Ovary,Adipose_Tissue,Bladder,Breast,Skin,Colon,Cervix_Uteri,Prostate,Kidney,	Uterus,Salivary_Gland,Fallopian_Tube,Adrenal_Gland,Blood_Vessel,		EWS,ACT,MEL,EPD,NBL,	RB,ST,DSRCT,BT,MB,HGG,LGG,	OS,CPC,WLM,RHB,	NA	PDGFC	true	false	false	true	true	PDGFC	Gene	0.8333333333333334	0.4	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	false	false	false	true	NA	Tier 2	false	true	false	false
PKD1_chr16_2108252_2111871_-	292.11325517867067	0.5625	0.3	true	1	1	22	7	1	0	8	7	1	0	Heart,Testis,Spleen,Stomach,Liver,Lung,Vagina,Cervix_Uteri,Blood,Kidney,Esophagus,Nerve,Ovary,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Adrenal_Gland,Skin,Pancreas,Prostate,Thyroid,	Brain,Uterus,Fallopian_Tube,Bladder,Muscle,Colon,Blood_Vessel,	Pituitary,		ST,DSRCT,ACT,OS,MEL,CPC,WLM,RHB,	EWS,RB,BT,EPD,HGG,NBL,LGG,	MB,	NA	PKD1	false	true	false	true	true	PKD1	Gene	1.0	0.05263157894736842	true	Canonical	PRINCIPAL	true	false	false	false	false	true	false	false	true	true	NA	Not Prioritized	true	false	false	false
SEMA6D_chr15_47770497_47772882_+	348.2800445667801	0.4375	0.0	true	2	0	30	0	0	0	11	3	2	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,DSRCT,ACT,BT,OS,MEL,EPD,WLM,RHB,LGG,	CPC,HGG,NBL,	RB,MB,	NA	SEMA6D	true	true	true	true	true	SEMA6D	Gene	1.0	0.5	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	false	false	false	false	false	NA	Tier1	true	true	true	false
ENPP3_chr6_131740224_131740380_+	198.07576301018526	0.3125	0.06666666666666667	true	2	0	28	2	0	0	14	0	1	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Salivary_Gland,Adrenal_Gland,			ST,OS,HGG,RHB,LGG,RB,DSRCT,BT,MEL,MB,CPC,EPD,NBL,WLM,		ACT,	EWS,	ENPP3	true	true	true	true	true	ENPP3	Gene	1.0	0.8	false	Alt_Transcript	PRINCIPAL	false	false	false	false	false	true	false	false	false	false	NA	Tier1	true	true	true	false
PTPRZ1_chr7_122042608_122042743_+	886.6598801695836	0.9375	0.16666666666666666	true	6	1	27	2	0	1	10	0	3	3	Heart,Testis,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Prostate,	Stomach,Skin,		Brain,	EWS,RB,ST,DSRCT,ACT,OS,CPC,NBL,WLM,RHB,		BT,MEL,MB,	EPD,HGG,LGG,	PTPRZ1	true	true	true	true	true	PTPRZ1	Gene	1.0	0.6666666666666666	false	Canonical	PRINCIPAL	true	true	true	true	false	true	false	true	true	true	NA	Not Prioritized	true	true	true	false
L1CAM_chrX_153864822_153864994_-	71.08004432645885	0.4375	0.36666666666666664	true	3	4	24	2	3	1	13	0	2	1	Heart,Testis,Spleen,Stomach,Fallopian_Tube,Liver,Lung,Bladder,Vagina,Cervix_Uteri,Blood_Vessel,Blood,Ovary,Small_Intestine,Uterus,Salivary_Gland,Adipose_Tissue,Breast,Adrenal_Gland,Muscle,Skin,Pancreas,Prostate,Thyroid,	Kidney,Esophagus,	Brain,Pituitary,Colon,	Nerve,	EWS,ST,OS,HGG,RHB,LGG,DSRCT,ACT,BT,MEL,CPC,EPD,WLM,		RB,MB,	NBL,	L1CAM	false	true	false	true	true	L1CAM	Gene	1.0	0.6	false	Canonical	NA	true	true	true	true	false	true	false	true	true	true	NA	Not Prioritized	true	false	false	false
SEMA3A_chr7_84011183_84011297_-	156.30225531565023	0.125	0.0	true	1	0	30	0	0	0	15	0	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,CPC,EPD,NBL,WLM,		MB,	NA	SEMA3A	false	true	false	true	true	SEMA3A	Gene	0.8235294117647058	0.2	true	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	true	false	false	false
MMP11_chr22_23780359_23780484_+	623.7950410786527	0.6875	0.1	true	2	0	27	3	0	0	7	7	2	0	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Blood,Kidney,Nerve,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,Ovary,Cervix_Uteri,			RB,ACT,BT,CPC,EPD,HGG,LGG,	EWS,ST,DSRCT,MEL,MB,NBL,WLM,	OS,RHB,	NA	MMP11	true	false	false	true	true	MMP11	Gene	0.5	0.25	false	Canonical	NA	false	false	false	false	false	true	true	false	false	false	NA	Tier 2	false	true	false	false
MMP9_chr20_46012137_46012313_+	239.57387621368414	0.25	0.2	true	1	2	28	0	0	2	14	1	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,			Spleen,Blood,	EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,WLM,	NBL,		OS,	MMP9	true	false	false	true	true	MMP9	Gene	1.0	1.0	false	Canonical	PRINCIPAL	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
MMP9_chr20_46011145_46011316_+	271.86194204386044	0.25	0.16666666666666666	true	1	2	28	0	1	1	14	1	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Spleen,	Blood,	EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,WLM,	NBL,		OS,	MMP9	true	false	false	true	true	MMP9	Gene	1.0	1.0	false	Canonical	NA	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
