GeneName	Cluster_of_Differentiation	GPCR	MGI_ExtrinsicCase	MGI_ECM	Compartment_ECM	AMIGO_ECM	MatrixDB	Compartment_CellSurface	Cell_Surface_Protein_Atlas	TMHMM_Output_Membrane	TMHMM_Partial_OuterMembrane	MGI_ExtracellularRegion	MGI_ExternalSidePM	HSA_Predicted_Secreted	HPA_MembraneBound	Oncofetal
IL1R1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	TRUE	TRUE	TRUE	TRUE	false
IL1R2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IL1RAP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
IL1RAPL1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
IL1RL1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	NA	TRUE	TRUE	TRUE	FALSE	false
IL1RN	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
IL2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IL21R	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
IL22	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	false
IL23A	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
IL23R	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
IL27RA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	false
IL2RA	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
IL2RB	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	false
IL2RG	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	false
IL3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IL31RA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	false
IL33	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
IL34	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IL37	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	FALSE	FALSE	TRUE	FALSE	false
IL3RA	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
IL4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	TRUE	FALSE	FALSE	false
IL4I1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	FALSE	FALSE	TRUE	FALSE	false
IL4R	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
IL5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IL5RA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	false
IL6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	NA	NA	TRUE	TRUE	TRUE	FALSE	false
IL6R	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	NA	TRUE	TRUE	FALSE	FALSE	false
IL6ST	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	false
IL7	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IL7R	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
IL9	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IL9R	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
ILK	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
IMPG1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IMPG2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
INHA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
INHBA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
INHBB	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
INHBE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
INS	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
INSL5	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
INSR	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	false
INTU	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
IQGAP2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	TRUE	false
IRAK1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
IRAK4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IRS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
ISG15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
ISLR	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	TRUE	false
ISLR2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
ITFG1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	false
ITGA1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	false
ITGA10	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	false
ITGA11	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	false
ITGA2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	false
ITGA2B	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	TRUE	TRUE	FALSE	TRUE	false
ITGA3	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
ITGA4	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	TRUE	TRUE	FALSE	TRUE	false
ITGA5	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	true
ITGA6	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	TRUE	TRUE	FALSE	FALSE	false
ITGA7	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	false
ITGA8	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	false
ITGA9	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	false
ITGAD	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
ITGAE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	false
ITGAL	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
ITGAM	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	TRUE	TRUE	FALSE	FALSE	false
ITGAV	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	false
ITGAX	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
ITGB1	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	false
ITGB2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	false
ITGB3	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	false
ITGB4	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
ITGB5	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	false
ITGB6	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	false
ITGB7	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	false
ITGB8	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	FALSE	FALSE	FALSE	TRUE	false
ITGBL1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
ITIH1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	false
ITIH2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
ITIH3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
ITIH4	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
ITIH5	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
ITLN1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
ITM2B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
IZUMO1R	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
JAG1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	false
JAG2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
JAK1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
JAK2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	TRUE	false
JAK3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	TRUE	false
JAM2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	false
JAM3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	false
KAZALD1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KCNA1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KCNA5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
KCNC1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	false
KCNE1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
KCNE2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KCNH2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
KCNH5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
KCNJ3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
KCNJ5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
KCNK2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KCNN2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KCNQ3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
KDR	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	false
KERA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KIAA0100	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	false
KIAA1549	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	false
KIR2DL1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KIR2DL3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KIR2DL4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	false
KIR2DS4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KIR3DL1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KIR3DL2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KIR3DL3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KISS1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
KISS1R	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
KIT	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	false
KITLG	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KL	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	false
KLK1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KLK11	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KLK3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KLK4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	false
KLK6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	TRUE	TRUE	false
KLK7	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	TRUE	TRUE	false
KLK8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	false
KLKB1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KLRB1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	false
KLRC1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	NA	FALSE	TRUE	FALSE	TRUE	false
KLRC2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	TRUE	false
KLRD1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
KLRF1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	false
KLRG1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KLRK1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	false
KNG1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KRAS	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KRT1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
KRT10	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KRT14	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	true
KRT18	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KRT19	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KRT4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KRT5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
KRT8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
L1CAM	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	false
LAD1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
LAG3	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	TRUE	FALSE	FALSE	false
LAIR1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	false
LAMA1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
LAMA2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
LAMA3	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
LAMA4	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	TRUE	false
LAMA5	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
LAMB1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
LAMB2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	true
LAMB3	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
LAMC1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	TRUE	true
LAMC2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
LAMC3	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
LAMP1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	false
LAMP2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	false
LAMP3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	false
LAMP5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	false
LAYN	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
LBP	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	FALSE	FALSE	false
LCAT	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	false
LCK	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	FALSE	FALSE	FALSE	FALSE	false
LCN2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	TRUE	FALSE	TRUE	FALSE	false
